subject,predicate,object
Кракен_Kraken,hasInt,22
Квиппер_Quipper,hasStr,2
Серебряный_Дракон_Вирм,hasStr,19
Огненный_череп_Flameskull,hasCon,14
Молодой_Золотой_Дракон_Young_Golden_Dragon,hasRank,10
Рой_Квипперов_Swarm_of_Quippers,hasLocation,Лес
Синий_Дракон_Вирм_Blue_Dragon_Wyrmling,hasLocation,Холмы
Бехолдер_Beholder,hasLocation,Подземье
Нага_страж_Guardian_Naga,hasHp,127
Гоблин_Босс_Goblin_Boss,hasHp,21
Гиппогриф_Hippogriff,hasWorldview,Истинно_нейтральный
Балливаг_Bullywug,hasArmor,15
Гигантский_орел_Giant_Eagle,hasInt,8
Гладиатор_Gladiator,hasType,Гуманоид
Медуза_Medusa,hasHp,127
Осьминог_Octopus,hasRank,0
Планетар_Planetar,hasImmunityToState,Очарованный
Крошечный,type,Size
Газовая_спора_Gas_Spore,hasImmunityToState,Испуганный
Гитиянки_Warrior,hasType,Гуманоид
Лошадь_Draft_Horse,hasStr,18
Драконовая_черепаха_Dragon_Turtle,hasWorldview,Истинно_нейтральный
Костяной_Дьявол_Копьеносец_Bone_Devil_Polearm,hasResistanceToDamage,Колющий
Паук_Spider,type,Enemy
Сахуагин_барон_Sahuagin_Baron,hasSize,Средний
hasRankEx,domain,Rank
Бабуин_Baboon,hasWorldview,Истинно_нейтральный
Маленький,hasSizeCell,1.0
Хобгоблин_капитан_Hobgoblin_Captain,hasSize,Средний
Гористро_Goristro,hasImmunityToDamage,Ядовитый
13,hasRankEx,10000.0
Скелет_Skeleton,hasType,Нежить
Никалот_Nycaloth,hasWis,10
Демон-боец_Pit_Fiend,hasResistanceToDamage,Дробящий
Джинн_Djinni,hasStr,21
Лось_Elk,type,Enemy
Газовая_спора_Gas_Spore,hasCon,3
Юан-ти_Форма_проклятия_2_Yuan-ti_Malison_Type_2,type,Enemy
Ястреб_Hawk,hasWis,14
Дретч_Dretch,hasCon,12
Гитзераи_Зерт_Githzerai_Zerth,hasLocation,Пустыня
Рой_пауков_Swarm_of_Spiders,hasLocation,Город
Ультролот_Ultroloth,type,Enemy
Пикси_Pixie,hasInt,10
Пугало_Scarecrow,hasImmunityToDamage,Ядовитый
Молодой_Серебряный_Дракон_Young_Silver_Dragon,hasStr,23
Юан-ти_мерзость_Yuan-ti_Abomination,hasSize,Большой
Гигантский_Осьминог_Giant_Octopus,hasSize,Большой
Ропер_Roper,type,NamedIndividual
Зеленая_ведьма_Green_Hag,hasType,Фея
Нага_страж_Guardian_Naga,hasCon,16
Взрослый_Зеленый_Дракон_Adult_Green_Dragon,hasLocation,Подземье
Фейский_ДраконГолубой_Faerie_Dragon_Blue,hasWorldview,Хаотичный_добрый
Фламп_Flumph,hasCon,10
Лягушка_Frog,hasStr,1
Гигантская_обезьяна_Giant_Ape,hasCon,18
Псевдодракон_Pseudodragon,hasInt,10
Колючий_Дьявол_Spined_Devil,hasResistanceToDamage,Рубящий
Полтергейст_Poltergeist,hasImmunityToState,Бессознательный
Крыса-оборотень_Wererat,hasSize,Средний
Банши_Banshee,hasImmunityToState,Окаменевший
Гигантский_морской_конь_Giant_Sea_Horse,hasType,Зверь
Эмпирей_Empyrean,hasImmunityToDamage,Колющий
Скорпион_Scorpion,hasStr,2
Рой_крыс_Swarm_of_Rats,hasImmunityToState,Испуганный
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,hasImmunityToState,Испуганный
Синий_Дракон_Вирм_Blue_Dragon_Wyrmling,hasStr,17
Отидж_Otyugh,hasWis,13
Молодой_Синий_Дракон_Young_Blue_Dragon,type,NamedIndividual
Крыса-оборотень_Wererat,hasLocation,Руины
Куо-тоа_Кнут_куо-тоа_Whip,hasWis,14
Древний_Медный_Дракон_Ancient_Copper_Dragon,type,Enemy
Дэв_Deva,type,NamedIndividual
Три-крин_псионик_Thri-kreen_Psionic,hasCon,13
Гиносфинкс_Gynosphinx,hasHp,136
Рой_многоножек_Swarm_of_Centipedes,hasImmunityToState,Окаменевший
Отидж_Otyugh,hasCha,6
Молодой_Черный_Дракон_Young_Black_Dragon,hasArmor,18
Огонек_Will-o'-Wisp,hasResistanceToDamage,Некротический
Костяной_Нага_Страж_Bone_Naga_Guardian,hasWorldview,Законопослушный_злой
Охряное_желе,type,Enemy
Зомби_Zombie,hasCon,16
Мясной_голем_Flesh_Golem,hasCon,18
Рой_Квипперов_Swarm_of_Quippers,hasType,Стая_крошечных_зверей
Куо-тоа_Кнут_куо-тоа_Whip,hasWorldview,Нейтральный_злой
Орк-командир_Orc_War_Chief,hasCha,16
Кошка_Cat,hasRank,0
Гигантская_ящерица_Giant_Lizard,type,NamedIndividual
Мумия_лорд_Mummy_Lord,hasArmor,17
Гитзераи_монах_Githzerai_Monk,hasType,Гуманоид
Миконид_Монарх_Myconid_Sovereign,hasCon,14
Визгун_Shrieker,hasLocation,Под_водой
Дретч_Dretch,hasType,Исчадие
Летающая_змея_Flying_Snake,hasCon,11
Кабашни_Nalfeshnee,hasResistanceToDamage,Холодный
Молодой_Белый_Дракон_Young_White_Dragon,hasInt,6
Слон_Elephant,hasArmor,12
Огненный_великан_Fire_Giant,hasHp,162
Огонек_Will-o'-Wisp,hasResistanceToDamage,Колющий
Воздушный_Элементаль_Air_Elemental,hasImmunityToState,Сбитый_с_ног
Ассассин_Assassin,hasStr,11
Синий_Слаад_Blue_Slaad,type,NamedIndividual
Химера_Chimera,hasCha,10
Больная_гигантская_крыса_Giant_Rat_Diseased,type,Enemy
Гигантский_светлячок_Giant_Fire_Beetle,hasWorldview,Истинно_нейтральный
Кокатрис_Cockatrice,hasStr,6
Кенку_Kenku,hasArmor,13
Молодой_Синий_Дракон_Young_Blue_Dragon,hasRank,9
Сбитый_с_ног,type,NamedIndividual
Костяной_Нага_Страж_Bone_Naga_Guardian,hasArmor,15
Квадрон_Quadrone,hasLocation,Деревня
Саблезубый_тигр_Saber-Toothed_Tiger,type,NamedIndividual
Мумия_лорд_Mummy_Lord,hasWis,18
Гоблин_Goblin,hasWorldview,Нейтральный_злой
Тень_Shadow,hasInt,6
Зеленый_Слаад_Green_Slaad,hasCha,12
Адская_гончая_Hell_Hound,hasWorldview,Законопослушный_злой
Дуодрон_Duodrone,hasInt,6
Красный_Слаад_Red_Slaad,hasRank,5
Дуодрон_Duodrone,hasRank,1/4
Взрослый_Золотой_Дракон_Adult_Gold_Dragon,hasLocation,Лес
Эттеркап_Ettercap,hasCon,13
Альфа_грик_Grick_Alpha,hasWorldview,Истинно_нейтральный
Гигантская_обезьяна_Giant_Ape,hasType,Зверь
Гигантский_светлячок_Giant_Fire_Beetle,hasLocation,Подземелья
Чуул_Chuul,hasArmor,16
Гоблин_Босс_Goblin_Boss,hasLanguage,Общий
Мантикора_Manticore,hasSize,Большой
Пылевой_мефит_Dust_Mephit,hasType,Элементаль
Ветеран_Veteran,hasCha,10
Бурый_Медведь_Brown_Bear,hasHp,34
Псевдодракон_Pseudodragon,hasWorldview,Нейтральный_добрый
Фанатик_Cult_Fanatic,hasLanguage,Общий
Ядовитая_змея_Poisonous_Snake,hasSize,Крошечный
Гигантская_коза_Giant_Goat,hasStr,17
Фомориан_Fomorian,hasInt,9
Пугало_Scarecrow,type,Enemy
Куаггот_Quaggoth,hasCon,16
Лошадь_Draft_Horse,hasSize,Большой
Огр-зомби_Ogre_Zombie,hasRank,2
Взрослый_Миконид_Myconid_Adult,hasStr,10
Архимаг_Archmage,hasResistanceToDamage,Дробящий
Демилич_Demilich,hasCha,20
Взрослый_Красный_Дракон_Adult_Red_Dragon,hasSize,Огромный
Колющий,type,NamedIndividual
Рифовая_акула_Reef_Shark,hasHp,22
Азер_Azer,hasCha,10
Вурдалак_Ghast,hasSize,Средний
Ракшаса_Rakshasa,hasImmunityToDamage,Рубящий
Молодой_Медный_Дракон_Young_Copper_Dragon,hasWorldview,Хаотичный_добрый
Worldview,type,Class
Бабуин_Baboon,hasType,Зверь
Кенку_Kenku,hasWis,10
Минотавр_Minotaur,hasWorldview,Хаотичный_злой
Красный_Дракон_Вирм_Red_Dragon_Wyrmling,type,NamedIndividual
Пугало_Scarecrow,hasImmunityToState,Бессознательный
Хобгоблин_военачальник_Hobgoblin_Warlord,type,NamedIndividual
Рой_пауков_Swarm_of_Spiders,hasImmunityToState,Сбитый_с_ног
Огонек_Will-o'-Wisp,hasWorldview,Хаотичный_злой
Молодой_Черный_Дракон_Young_Black_Dragon,type,Enemy
Молодой_Медный_Дракон_Young_Copper_Dragon,hasInt,16
Куо-тоа_Кнут_куо-тоа_Whip,hasCon,14
Йочлол_Yochlol,hasCon,18
Крыса_Rat,hasCon,9
Молодой_Красный_Дракон_Тень_Young_Red_Shadow_Dragon,hasImmunityToDamage,Огненный
Рой_жуков_Swarm_of_Beetles,hasArmor,12
Куо-тоа_архисвященник_куо-тоа_Archpriest,hasRank,6
Рой_ос_Swarm_of_Wasps,hasWorldview,Истинно_нейтральный
Ревенант_Revenant,hasImmunityToDamage,Ядовитый
Скелет_Skeleton,type,Enemy
Доппелгангер_Doppelganger,hasWis,12
Облачный_Гигант_Cloud_Giant,type,NamedIndividual
Отидж_Otyugh,type,NamedIndividual
18,type,Rank
Окаменевший,type,States
Рой_Квипперов_Swarm_of_Quippers,hasWorldview,Истинно_нейтральный
Йочлол_Yochlol,hasImmunityToState,Отравленный
Куаггот_служитель_спор_Quaggoth_Spore_Servant,hasImmunityToState,Парализованный
Имп_Imp,hasWis,12
Кабан-оборотень_Wereboar,hasInt,10
Служитель_Acolyte,hasWis,14
Орк_Глаз_Груумша_Orc_Eye_of_Gruumsh,hasStr,16
Гоблин_Босс_Goblin_Boss,hasWis,8
Медуза_Горгона_Gorgon,hasRank,5
Призрачный_паук_Phase_Spider,hasArmor,13
Тараска_Tarrasque,hasCha,11
Фанатик_Cult_Fanatic,type,Enemy
Взрослый_Серебряный_Дракон_Adult_Silver_Dragon,type,Enemy
Пес_Смерти_Death_Dog,hasWorldview,Нейтральный_злой
Горы,type,Location
Молодой_Красный_Дракон_Тень_Young_Red_Shadow_Dragon,hasHp,178
Штормовой_великан_Storm_Giant,hasWorldview,Хаотичный_добрый
Камбион_Cambion,hasResistanceToDamage,Холодный
Молодой_Зеленый_Дракон_Young_Green_Dragon,hasStr,19
Миконид_росток_Myconid_Sprout,hasWorldview,Законопослушный_нейтральный
Ревенант_Revenant,hasInt,13
Василиск_Basilisk,hasSize,Средний
Кровавый_Ястреб_Blood_Hawk,type,Enemy
Рогатый_Дьявол_Horned_Devil,hasImmunityToState,Отравленный
Реморхаз_Remorhaz,hasArmor,17
Красный_Слаад_Red_Slaad,hasArmor,14
Облачный_Гигант_Cloud_Giant,hasRank,9
Синий_Дракон_Вирм_Blue_Dragon_Wyrmling,hasHp,52
Нага_духов_Spirit_Naga,hasCha,16
Мамонт_Mammoth,hasLocation,Подземелья
Скелет-минотавр_Minotaur_Skeleton,hasVulnerabilityToDamage,Дробящий
Балливаг_Bullywug,hasCha,7
Холмовой_великан_Hill_Giant,hasStr,21
Тиран_Смерти_Death_Tyrant,hasHp,187
Тараска_Tarrasque,hasImmunityToState,Очарованный
Бехолдер_Beholder,hasHp,189
Паровой_мефит_Steam_Mephit,hasLocation,Руины
hasCha,type,FunctionalProperty
Азер_Azer,hasSize,Средний
Рой_пауков_Swarm_of_Spiders,hasWorldview,Истинно_нейтральный
Гигантская_многоножка_Giant_Centipede,hasLocation,Полярная_тундра
Древний_Латунный_Дракон_Ancient_Brass_Dragon,hasArmor,20
Анкег_Ankheg,type,Enemy
Гуль_Ghoul,hasWorldview,Хаотичный_злой
Молодой_Зеленый_Дракон_Young_Green_Dragon,hasRank,8
Коатль_Couatl,hasLocation,Город
hasHp,type,FunctionalProperty
Рой_Квипперов_Swarm_of_Quippers,hasCon,9
Мерроу_Merrow,hasWis,10
Кошмар_в_шлеме_Helmed_Horror,hasCon,16
hasCon,range,decimal
Полтергейст_Poltergeist,hasStr,1
Бурый_Медведь_Brown_Bear,hasSize,Большой
Рой_Квипперов_Swarm_of_Quippers,hasArmor,13
Рыцарь_Knight,hasCon,14
Рой_Квипперов_Swarm_of_Quippers,hasImmunityToState,Очарованный
Вампирское_отродье_Vampire_Spawn,type,Enemy
Жрец_Priest,type,NamedIndividual
Опутанный,type,NamedIndividual
Чёрный_медведь_Black_Bear,hasArmor,11
Виноградная_зараза_Vine_Blight,type,NamedIndividual
Гигантская_сова_Giant_Owl,hasSize,Большой
Лемур_Lemure,hasWis,11
Мумия_Mummy,hasWorldview,Законопослушный_злой
Пикси_Pixie,hasStr,2
Йочлол_Yochlol,type,NamedIndividual
Гигантская_лягушка_Giant_Frog,hasArmor,11
Демилич_Demilich,type,Enemy
Спектр_Specter,hasResistanceToDamage,Электрический
Вампир_заклинатель_Vampire_Spellcaster,hasCha,18
Фейский_ДраконКрасный_Faerie_Dragon_Red,hasCha,16
Дроу_жрица_Лолт_Drow_Priestess_of_Lolth,hasLocation,Тропики
Ночная_ведьма_Night_Hag,type,NamedIndividual
Серая_слизь_Gray_Ooze,hasType,Слизь
Ветвистая_зараза_Twig_Blight,hasType,Растение
Воздушный_Элементаль_Air_Elemental,hasType,Элементаль
Дух_Wraith,hasResistanceToDamage,Холодный
Магмовый_мефит_Magma_Mephit,hasCon,12
Огр_Ogre,hasWis,7
Шипастый_Дьявол_Barbed_Devil,hasImmunityToDamage,Ядовитый
Они_Oni,hasLanguage,Общий
Летучая_мышь_Bat,hasHp,1
Осьминог_Octopus,hasCha,4
Рогатый_Дьявол_Horned_Devil,type,NamedIndividual
Взрослый_Медный_Дракон_Adult_Copper_Dragon,hasImmunityToDamage,Кислотный
Зеленый_Дракон_Вирм_Green_Dragon_Wyrmling,hasHp,38
Пантера_Panther,hasWis,14
Желатиновый_куб_Gelatinous_Cube,hasImmunityToState,Оглохший
Лев_Lion,hasHp,26
